response_id,timestamp,date,channel,page_url,device,csat_score,nps_score,ces_score,verbatim,journey_stage,sentiment,resolved
MED-5156,2026-04-26T22:15:00,2026-04-26,post_purchase,/order/build-your-own,mobile,2,2,5,"Built my dream margarita, went to checkout, and the price was completely different from what was shown. Very frustrating.",build,negative,False
MED-5157,2026-04-26T11:11:00,2026-04-26,email_survey,/locations,mobile,3,8,3,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,neutral,True
MED-5158,2026-04-26T13:01:00,2026-04-26,web_intercept,/rewards/signup,desktop,3,1,7,"The signup form won't accept my email address. No error message, just nothing happens when I click submit.",signup,neutral,False
MED-5159,2026-04-26T21:37:00,2026-04-26,web_intercept,/rewards/signup,mobile,3,2,6,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,neutral,True
MED-5160,2026-04-26T18:38:00,2026-04-26,web_intercept,/,mobile,3,6,3,Love the menu selection. The spicy mango is incredible.,browse,neutral,True
MED-5161,2026-04-26T11:22:00,2026-04-26,web_intercept,/recipes,desktop,5,10,1,The party packs are an amazing deal. Ordered for my office happy hour.,browse,positive,True
MED-5162,2026-04-26T20:51:00,2026-04-26,web_intercept,/rewards/login,mobile,2,5,6,"Login doesn't work. No error message, no 'wrong password' message, just... nothing. The button grays out and that's it.",login,negative,False
MED-5163,2026-04-26T18:35:00,2026-04-26,email_survey,/rewards/signup,mobile,3,2,7,Wanted the 10% off first order through rewards but can't even sign up. Email validation is too strict.,signup,neutral,True
MED-5164,2026-04-26T12:54:00,2026-04-26,email_survey,/order/checkout,mobile,3,2,6,My card got charged but the page showed an error and cleared everything. Now I don't know if my order went through.,checkout,neutral,True
MED-5165,2026-04-26T18:37:00,2026-04-26,web_intercept,/order/checkout,desktop,2,0,6,Why does the page jump around so much when I'm trying to enter my credit card? The layout kept shifting and I accidentally clicked the wrong button.,checkout,negative,True
MED-5166,2026-04-26T15:38:00,2026-04-26,post_purchase,/rewards/signup,mobile,2,2,6,Wanted the 10% off first order through rewards but can't even sign up. Email validation is too strict.,signup,negative,False
MED-5167,2026-04-26T08:20:00,2026-04-26,email_survey,/order/checkout,mobile,3,4,5,My card got charged but the page showed an error and cleared everything. Now I don't know if my order went through.,checkout,neutral,True
MED-5168,2026-04-26T09:06:00,2026-04-26,web_intercept,/order/checkout,desktop,2,2,7,"Page is so slow I thought my browser crashed. Then the address form reset. This is 2026, how is this still a problem?",checkout,negative,True
MED-5169,2026-04-26T21:59:00,2026-04-26,email_survey,/order/checkout,mobile,3,0,5,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,neutral,True
MED-5170,2026-04-26T09:12:00,2026-04-26,web_intercept,/locations,mobile,3,6,2,Would love to see nutritional info on the menu pages.,browse,neutral,True
MED-5171,2026-04-26T12:56:00,2026-04-26,app_feedback,/rewards/login,mobile,4,3,6,Is the rewards login broken? I've tried 5 times and it silently fails every time.,login,positive,True
MED-5172,2026-04-26T22:06:00,2026-04-26,web_intercept,/rewards/login,desktop,4,2,7,The login button seems to submit but then nothing changes. Am I logged in? Am I not? Who knows.,login,positive,False
MED-5173,2026-04-26T14:20:00,2026-04-26,email_survey,/order/checkout,mobile,1,3,5,Spent 10 minutes trying to complete an order. Address keeps clearing. I'm done.,checkout,negative,False
MED-5174,2026-04-26T10:31:00,2026-04-26,web_intercept,/,mobile,4,8,1,The party packs are an amazing deal. Ordered for my office happy hour.,browse,positive,False
MED-5175,2026-04-26T08:00:00,2026-04-26,email_survey,/order/build-your-own,desktop,2,2,6,"Built my dream margarita, went to checkout, and the price was completely different from what was shown. Very frustrating.",build,negative,False
MED-5176,2026-04-27T16:40:00,2026-04-27,post_purchase,/order/checkout,mobile,3,2,7,Spent 10 minutes trying to complete an order. Address keeps clearing. I'm done.,checkout,neutral,True
MED-5177,2026-04-27T08:04:00,2026-04-27,email_survey,/,desktop,3,6,2,The party packs are an amazing deal. Ordered for my office happy hour.,browse,neutral,True
MED-5178,2026-04-27T18:22:00,2026-04-27,email_survey,/order/checkout,desktop,2,1,7,Spent 10 minutes trying to complete an order. Address keeps clearing. I'm done.,checkout,negative,False
MED-5179,2026-04-27T10:22:00,2026-04-27,web_intercept,/locations,desktop,4,6,1,Really enjoy the recipes section. Made the classic lime at home!,browse,positive,True
MED-5180,2026-04-27T08:25:00,2026-04-27,email_survey,/blog,mobile,5,10,1,"Great margaritas, website could use some work though.",browse,positive,True
MED-5181,2026-04-27T13:54:00,2026-04-27,post_purchase,/order/checkout,desktop,2,3,5,The checkout page took forever to load and then my form data disappeared when I hit submit. Just let me buy my margarita kit!,checkout,negative,False
MED-5182,2026-04-27T17:59:00,2026-04-27,email_survey,/order/checkout,desktop,2,0,5,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,negative,False
MED-5183,2026-04-27T10:23:00,2026-04-27,email_survey,/,desktop,5,10,3,Mobile site needs work. Some buttons are hard to tap.,browse,positive,True
MED-5184,2026-04-28T18:35:00,2026-04-28,web_intercept,/locations,desktop,5,9,3,Love the menu selection. The spicy mango is incredible.,browse,positive,True
MED-5185,2026-04-28T12:45:00,2026-04-28,post_purchase,/order/build-your-own,mobile,2,3,6,Price calculator seems broken - shows $0 no matter what I add. Had to call to find out the real price.,build,negative,False
MED-5186,2026-04-28T09:08:00,2026-04-28,app_feedback,/order/build-your-own,mobile,4,5,5,Price calculator seems broken - shows $0 no matter what I add. Had to call to find out the real price.,build,positive,True
MED-5187,2026-04-28T08:06:00,2026-04-28,email_survey,/rewards/signup,mobile,1,2,6,"Signup form is broken. Used my normal email, clicked submit, nothing happened. No error, no confirmation, nothing.",signup,negative,False
MED-5188,2026-04-28T14:01:00,2026-04-28,email_survey,/recipes,desktop,5,10,2,The blog content is great! Learned a lot about tequila varieties.,browse,positive,True
MED-5189,2026-04-28T16:20:00,2026-04-28,web_intercept,/rewards/signup,mobile,1,1,7,Tried three different email addresses to sign up for rewards. None of them worked. What email format do you want??,signup,negative,True
MED-5190,2026-04-28T19:11:00,2026-04-28,web_intercept,/,desktop,3,9,1,The blog content is great! Learned a lot about tequila varieties.,browse,neutral,True
MED-5191,2026-04-28T21:15:00,2026-04-28,email_survey,/recipes,mobile,3,9,2,The blog content is great! Learned a lot about tequila varieties.,browse,neutral,True
MED-5192,2026-04-28T22:56:00,2026-04-28,post_purchase,/catering,desktop,5,8,2,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,positive,False
MED-5193,2026-04-28T21:50:00,2026-04-28,email_survey,/order/checkout,desktop,3,0,7,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,neutral,True
MED-5194,2026-04-28T11:45:00,2026-04-28,email_survey,/order/checkout,mobile,1,4,6,The checkout page took forever to load and then my form data disappeared when I hit submit. Just let me buy my margarita kit!,checkout,negative,False
MED-5195,2026-04-28T09:54:00,2026-04-28,post_purchase,/locations,mobile,3,10,2,Love the menu selection. The spicy mango is incredible.,browse,neutral,True
MED-5196,2026-04-28T21:15:00,2026-04-28,email_survey,/order/build-your-own,desktop,3,3,6,Price calculator seems broken - shows $0 no matter what I add. Had to call to find out the real price.,build,neutral,True
MED-5197,2026-04-29T10:20:00,2026-04-29,web_intercept,/order/checkout,desktop,1,0,7,My card got charged but the page showed an error and cleared everything. Now I don't know if my order went through.,checkout,negative,False
MED-5198,2026-04-29T11:15:00,2026-04-29,web_intercept,/rewards/login,mobile,2,4,4,The login button seems to submit but then nothing changes. Am I logged in? Am I not? Who knows.,login,negative,True
MED-5199,2026-04-29T15:55:00,2026-04-29,post_purchase,/order/build-your-own,desktop,3,3,5,Love the build-your-own concept but the UI is broken on mobile. Buttons are hidden behind images.,build,neutral,True
MED-5200,2026-04-29T11:49:00,2026-04-29,email_survey,/order/build-your-own,desktop,3,2,4,Price calculator seems broken - shows $0 no matter what I add. Had to call to find out the real price.,build,neutral,True
MED-5201,2026-04-29T19:24:00,2026-04-29,app_feedback,/rewards/signup,desktop,3,3,5,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,neutral,False
MED-5202,2026-04-29T13:00:00,2026-04-29,post_purchase,/order/checkout,mobile,2,3,5,The checkout error message flashes for half a second and then the form resets. I have no idea what I did wrong.,checkout,negative,True
MED-5203,2026-04-29T14:40:00,2026-04-29,email_survey,/order/build-your-own,desktop,3,5,4,On my phone the ingredient images overlap the selection buttons. Can't tell what I'm picking.,build,neutral,True
MED-5204,2026-04-29T13:30:00,2026-04-29,post_purchase,/order/build-your-own,desktop,3,3,6,Price calculator seems broken - shows $0 no matter what I add. Had to call to find out the real price.,build,neutral,True
MED-5205,2026-04-29T21:15:00,2026-04-29,app_feedback,/order/checkout,desktop,3,4,6,"I filled out my entire address and when it said my zip code was wrong, it cleared EVERYTHING. I had to start over three times before I gave up.",checkout,neutral,True
MED-5206,2026-04-29T12:39:00,2026-04-29,web_intercept,/menu,desktop,3,6,2,Love the menu selection. The spicy mango is incredible.,browse,neutral,True
MED-5207,2026-04-29T21:08:00,2026-04-29,email_survey,/order/checkout,mobile,2,1,6,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,negative,False
MED-5208,2026-04-29T08:33:00,2026-04-29,post_purchase,/menu,mobile,4,7,1,"Great margaritas, website could use some work though.",browse,positive,True
MED-5209,2026-04-29T13:52:00,2026-04-29,email_survey,/,desktop,5,6,1,Your website loads really fast on desktop. Nice job.,browse,positive,True
MED-5210,2026-04-29T21:36:00,2026-04-29,web_intercept,/order/checkout,mobile,1,4,5,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,negative,False
MED-5211,2026-04-29T19:02:00,2026-04-29,post_purchase,/order/checkout,mobile,3,1,5,My card got charged but the page showed an error and cleared everything. Now I don't know if my order went through.,checkout,neutral,True
MED-5212,2026-04-29T12:06:00,2026-04-29,email_survey,/order/checkout,mobile,2,3,5,"I filled out my entire address and when it said my zip code was wrong, it cleared EVERYTHING. I had to start over three times before I gave up.",checkout,negative,False
MED-5213,2026-04-29T16:56:00,2026-04-29,post_purchase,/rewards/signup,mobile,1,2,6,Wanted the 10% off first order through rewards but can't even sign up. Email validation is too strict.,signup,negative,True
MED-5214,2026-04-29T18:58:00,2026-04-29,app_feedback,/rewards/signup,mobile,3,4,7,"The signup form won't accept my email address. No error message, just nothing happens when I click submit.",signup,neutral,True
MED-5215,2026-04-29T14:55:00,2026-04-29,email_survey,/menu,mobile,4,10,1,Love the menu selection. The spicy mango is incredible.,browse,positive,True
MED-5216,2026-04-29T10:46:00,2026-04-29,email_survey,/order/checkout,desktop,2,0,6,"I filled out my entire address and when it said my zip code was wrong, it cleared EVERYTHING. I had to start over three times before I gave up.",checkout,negative,False
MED-5217,2026-04-30T18:12:00,2026-04-30,email_survey,/order/build-your-own,mobile,4,2,4,On my phone the ingredient images overlap the selection buttons. Can't tell what I'm picking.,build,positive,True
MED-5218,2026-04-30T14:55:00,2026-04-30,email_survey,/,desktop,5,10,3,The blog content is great! Learned a lot about tequila varieties.,browse,positive,False
MED-5219,2026-04-30T18:54:00,2026-04-30,web_intercept,/order/build-your-own,mobile,3,5,5,On my phone the ingredient images overlap the selection buttons. Can't tell what I'm picking.,build,neutral,True
MED-5220,2026-04-30T14:54:00,2026-04-30,web_intercept,/order/checkout,mobile,3,3,5,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,neutral,False
MED-5221,2026-04-30T16:55:00,2026-04-30,email_survey,/order/checkout,desktop,2,4,5,Why does the page jump around so much when I'm trying to enter my credit card? The layout kept shifting and I accidentally clicked the wrong button.,checkout,negative,False
MED-5222,2026-04-30T21:51:00,2026-04-30,app_feedback,/menu,desktop,4,8,1,The party packs are an amazing deal. Ordered for my office happy hour.,browse,positive,False
MED-5223,2026-04-30T20:11:00,2026-04-30,email_survey,/rewards/signup,desktop,3,2,6,"Signup form is broken. Used my normal email, clicked submit, nothing happened. No error, no confirmation, nothing.",signup,neutral,True
MED-5224,2026-04-30T16:45:00,2026-04-30,web_intercept,/order/build-your-own,desktop,4,5,6,Love the build-your-own concept but the UI is broken on mobile. Buttons are hidden behind images.,build,positive,True
MED-5225,2026-04-30T16:48:00,2026-04-30,web_intercept,/rewards/login,mobile,4,3,6,Is the rewards login broken? I've tried 5 times and it silently fails every time.,login,positive,True
MED-5226,2026-04-30T17:55:00,2026-04-30,web_intercept,/menu,mobile,5,7,3,Would love to see nutritional info on the menu pages.,browse,positive,False
MED-5227,2026-04-30T09:26:00,2026-04-30,app_feedback,/menu,desktop,4,10,3,Would love to see nutritional info on the menu pages.,browse,positive,True
MED-5228,2026-04-30T13:12:00,2026-04-30,web_intercept,/menu,mobile,3,9,2,Would love to see nutritional info on the menu pages.,browse,neutral,True
MED-5229,2026-04-30T16:11:00,2026-04-30,email_survey,/order/checkout,desktop,1,0,6,Love your margaritas but your checkout is broken. Fix the address form please!,checkout,negative,True
MED-5230,2026-04-30T16:48:00,2026-04-30,web_intercept,/rewards/signup,mobile,1,4,5,I tried to sign up with my Gmail address (lisa.m+rewards@gmail.com) and it said invalid email. That IS a valid email!,signup,negative,False
MED-5231,2026-04-30T14:12:00,2026-04-30,post_purchase,/blog,mobile,5,10,3,Your website loads really fast on desktop. Nice job.,browse,positive,True
MED-5232,2026-04-30T13:19:00,2026-04-30,email_survey,/rewards/signup,desktop,1,2,7,"Signup form is broken. Used my normal email, clicked submit, nothing happened. No error, no confirmation, nothing.",signup,negative,False
MED-5233,2026-04-30T20:33:00,2026-04-30,post_purchase,/rewards/signup,desktop,1,3,5,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,negative,False
MED-5234,2026-04-30T18:43:00,2026-04-30,app_feedback,/,desktop,3,6,2,"Great margaritas, website could use some work though.",browse,neutral,True
MED-5235,2026-04-30T22:50:00,2026-04-30,app_feedback,/order/build-your-own,desktop,3,5,6,I added tequila reposado and fresh lime but the price stayed at $0.00. Is this a bug or is it really free? (It wasn't free.),build,neutral,True
MED-5236,2026-04-30T17:13:00,2026-04-30,web_intercept,/rewards/login,mobile,2,3,5,I can't log in. I've reset my password twice and it still just does nothing when I click login.,login,negative,True
MED-5237,2026-04-30T15:09:00,2026-04-30,post_purchase,/recipes,mobile,4,6,2,Your website loads really fast on desktop. Nice job.,browse,positive,True
MED-5238,2026-04-30T15:40:00,2026-04-30,email_survey,/,desktop,4,10,2,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,positive,True
MED-5239,2026-04-30T16:15:00,2026-04-30,web_intercept,/order/checkout,desktop,2,4,7,Why does the page jump around so much when I'm trying to enter my credit card? The layout kept shifting and I accidentally clicked the wrong button.,checkout,negative,False
MED-5240,2026-04-30T21:00:00,2026-04-30,email_survey,/rewards/signup,mobile,3,1,7,I want to join the rewards program but the email field rejects my address. Please fix this.,signup,neutral,False
MED-5241,2026-04-30T09:05:00,2026-04-30,post_purchase,/catering,desktop,4,10,2,"Catering quote form worked great, got a response within an hour.",browse,positive,True
MED-5242,2026-05-01T13:24:00,2026-05-01,email_survey,/rewards/login,desktop,3,5,6,I can't log in. I've reset my password twice and it still just does nothing when I click login.,login,neutral,True
MED-5243,2026-05-01T14:36:00,2026-05-01,email_survey,/recipes,mobile,3,6,1,The party packs are an amazing deal. Ordered for my office happy hour.,browse,neutral,False
MED-5244,2026-05-01T08:34:00,2026-05-01,email_survey,/order/checkout,mobile,3,4,5,Love your margaritas but your checkout is broken. Fix the address form please!,checkout,neutral,True
MED-5245,2026-05-01T13:30:00,2026-05-01,email_survey,/rewards/login,desktop,4,2,6,"Login doesn't work. No error message, no 'wrong password' message, just... nothing. The button grays out and that's it.",login,positive,True
MED-5246,2026-05-01T18:23:00,2026-05-01,web_intercept,/recipes,mobile,3,8,1,"Great margaritas, website could use some work though.",browse,neutral,True
MED-5247,2026-05-01T08:58:00,2026-05-01,web_intercept,/blog,desktop,5,10,1,Your website loads really fast on desktop. Nice job.,browse,positive,True
MED-5248,2026-05-01T18:34:00,2026-05-01,email_survey,/order/checkout,mobile,1,1,5,The checkout page took forever to load and then my form data disappeared when I hit submit. Just let me buy my margarita kit!,checkout,negative,True
MED-5249,2026-05-01T21:06:00,2026-05-01,post_purchase,/order/build-your-own,desktop,4,3,6,Price calculator seems broken - shows $0 no matter what I add. Had to call to find out the real price.,build,positive,True
MED-5250,2026-05-01T13:43:00,2026-05-01,email_survey,/menu,mobile,4,7,2,The party packs are an amazing deal. Ordered for my office happy hour.,browse,positive,True
MED-5251,2026-05-01T19:27:00,2026-05-01,post_purchase,/recipes,desktop,4,7,3,Your website loads really fast on desktop. Nice job.,browse,positive,True
MED-5252,2026-05-01T13:19:00,2026-05-01,post_purchase,/,mobile,5,7,2,"Great margaritas, website could use some work though.",browse,positive,True
MED-5253,2026-05-01T14:10:00,2026-05-01,web_intercept,/order/build-your-own,desktop,4,5,5,I added tequila reposado and fresh lime but the price stayed at $0.00. Is this a bug or is it really free? (It wasn't free.),build,positive,True
MED-5254,2026-05-01T13:51:00,2026-05-01,email_survey,/,mobile,3,9,1,Really enjoy the recipes section. Made the classic lime at home!,browse,neutral,False
MED-5255,2026-05-01T08:06:00,2026-05-01,email_survey,/order/checkout,mobile,3,3,5,Spent 10 minutes trying to complete an order. Address keeps clearing. I'm done.,checkout,neutral,True
MED-5256,2026-05-01T18:53:00,2026-05-01,web_intercept,/menu,mobile,4,9,2,Really enjoy the recipes section. Made the classic lime at home!,browse,positive,True
MED-5257,2026-05-01T21:11:00,2026-05-01,web_intercept,/,desktop,4,6,3,"Catering quote form worked great, got a response within an hour.",browse,positive,True
MED-5258,2026-05-01T18:23:00,2026-05-01,app_feedback,/order/build-your-own,desktop,3,5,6,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,neutral,True
MED-5259,2026-05-01T18:52:00,2026-05-01,email_survey,/order/checkout,desktop,1,1,6,The checkout page took forever to load and then my form data disappeared when I hit submit. Just let me buy my margarita kit!,checkout,negative,False
MED-5260,2026-05-01T20:48:00,2026-05-01,web_intercept,/locations,desktop,5,10,1,"Great margaritas, website could use some work though.",browse,positive,True
MED-5261,2026-05-01T16:37:00,2026-05-01,web_intercept,/menu,desktop,4,7,1,Love the menu selection. The spicy mango is incredible.,browse,positive,True
MED-5262,2026-05-01T12:11:00,2026-05-01,post_purchase,/locations,mobile,3,9,1,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,neutral,False
MED-5263,2026-05-01T22:24:00,2026-05-01,email_survey,/locations,desktop,5,9,3,Your website loads really fast on desktop. Nice job.,browse,positive,False
MED-5264,2026-05-02T08:42:00,2026-05-02,web_intercept,/order/checkout,mobile,2,3,6,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,negative,False
MED-5265,2026-05-02T14:30:00,2026-05-02,web_intercept,/menu,desktop,4,10,3,The blog content is great! Learned a lot about tequila varieties.,browse,positive,True
MED-5266,2026-05-02T22:40:00,2026-05-02,email_survey,/order/checkout,mobile,1,2,7,"I filled out my entire address and when it said my zip code was wrong, it cleared EVERYTHING. I had to start over three times before I gave up.",checkout,negative,True
MED-5267,2026-05-02T09:32:00,2026-05-02,email_survey,/rewards/login,mobile,2,2,6,Is the rewards login broken? I've tried 5 times and it silently fails every time.,login,negative,False
MED-5268,2026-05-02T08:22:00,2026-05-02,email_survey,/catering,desktop,5,8,3,Love the menu selection. The spicy mango is incredible.,browse,positive,True
MED-5269,2026-05-02T08:43:00,2026-05-02,web_intercept,/,desktop,5,8,2,"Catering quote form worked great, got a response within an hour.",browse,positive,False
MED-5270,2026-05-02T21:34:00,2026-05-02,app_feedback,/order/checkout,mobile,3,2,5,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,neutral,True
MED-5271,2026-05-02T12:46:00,2026-05-02,email_survey,/order/checkout,desktop,2,1,5,"I filled out my entire address and when it said my zip code was wrong, it cleared EVERYTHING. I had to start over three times before I gave up.",checkout,negative,False
MED-5272,2026-05-02T20:05:00,2026-05-02,post_purchase,/catering,mobile,3,9,2,The party packs are an amazing deal. Ordered for my office happy hour.,browse,neutral,True
MED-5273,2026-05-02T20:16:00,2026-05-02,web_intercept,/order/build-your-own,desktop,2,4,4,On my phone the ingredient images overlap the selection buttons. Can't tell what I'm picking.,build,negative,False
MED-5274,2026-05-02T17:38:00,2026-05-02,post_purchase,/order/checkout,desktop,1,4,7,My card got charged but the page showed an error and cleared everything. Now I don't know if my order went through.,checkout,negative,False
MED-5275,2026-05-02T08:44:00,2026-05-02,post_purchase,/blog,mobile,3,9,1,Would love to see nutritional info on the menu pages.,browse,neutral,True
MED-5276,2026-05-02T17:52:00,2026-05-02,post_purchase,/order/checkout,mobile,1,3,6,Love your margaritas but your checkout is broken. Fix the address form please!,checkout,negative,True
MED-5277,2026-05-02T16:18:00,2026-05-02,post_purchase,/order/build-your-own,mobile,3,3,5,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,neutral,True
MED-5278,2026-05-02T15:31:00,2026-05-02,email_survey,/order/build-your-own,mobile,4,4,5,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,positive,False
MED-5279,2026-05-02T08:47:00,2026-05-02,email_survey,/order/build-your-own,mobile,2,5,5,On my phone the ingredient images overlap the selection buttons. Can't tell what I'm picking.,build,negative,False
MED-5280,2026-05-02T11:42:00,2026-05-02,email_survey,/rewards/signup,mobile,2,3,7,Tried three different email addresses to sign up for rewards. None of them worked. What email format do you want??,signup,negative,False
MED-5281,2026-05-02T20:31:00,2026-05-02,web_intercept,/order/checkout,mobile,1,4,6,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,negative,False
MED-5282,2026-05-02T22:00:00,2026-05-02,web_intercept,/rewards/signup,mobile,2,4,5,Tried three different email addresses to sign up for rewards. None of them worked. What email format do you want??,signup,negative,False
MED-5283,2026-05-02T21:34:00,2026-05-02,web_intercept,/recipes,mobile,5,10,1,The party packs are an amazing deal. Ordered for my office happy hour.,browse,positive,True
MED-5284,2026-05-02T18:20:00,2026-05-02,web_intercept,/rewards/login,desktop,3,2,4,The login button seems to submit but then nothing changes. Am I logged in? Am I not? Who knows.,login,neutral,True
MED-5285,2026-05-02T13:27:00,2026-05-02,post_purchase,/menu,mobile,5,9,2,The blog content is great! Learned a lot about tequila varieties.,browse,positive,True
MED-5286,2026-05-03T19:17:00,2026-05-03,email_survey,/order/checkout,desktop,2,1,7,The checkout page took forever to load and then my form data disappeared when I hit submit. Just let me buy my margarita kit!,checkout,negative,False
MED-5287,2026-05-03T10:50:00,2026-05-03,post_purchase,/menu,desktop,4,10,1,Love the menu selection. The spicy mango is incredible.,browse,positive,False
MED-5288,2026-05-03T20:47:00,2026-05-03,email_survey,/recipes,mobile,4,10,1,The party packs are an amazing deal. Ordered for my office happy hour.,browse,positive,True
MED-5289,2026-05-03T17:42:00,2026-05-03,email_survey,/rewards/signup,desktop,3,4,5,"Signup form is broken. Used my normal email, clicked submit, nothing happened. No error, no confirmation, nothing.",signup,neutral,True
MED-5290,2026-05-03T14:35:00,2026-05-03,email_survey,/rewards/signup,desktop,1,3,7,Wanted the 10% off first order through rewards but can't even sign up. Email validation is too strict.,signup,negative,True
MED-5291,2026-05-03T09:10:00,2026-05-03,email_survey,/rewards/login,mobile,4,5,6,"Login doesn't work. No error message, no 'wrong password' message, just... nothing. The button grays out and that's it.",login,positive,True
MED-5292,2026-05-03T19:07:00,2026-05-03,web_intercept,/order/checkout,mobile,2,4,5,"I filled out my entire address and when it said my zip code was wrong, it cleared EVERYTHING. I had to start over three times before I gave up.",checkout,negative,True
MED-5293,2026-05-03T18:36:00,2026-05-03,post_purchase,/rewards/signup,mobile,2,2,5,"Signup form is broken. Used my normal email, clicked submit, nothing happened. No error, no confirmation, nothing.",signup,negative,False
MED-5294,2026-05-03T21:19:00,2026-05-03,web_intercept,/order/checkout,desktop,3,1,6,"Page is so slow I thought my browser crashed. Then the address form reset. This is 2026, how is this still a problem?",checkout,neutral,True
MED-5295,2026-05-03T10:28:00,2026-05-03,app_feedback,/order/checkout,desktop,1,2,7,Love your margaritas but your checkout is broken. Fix the address form please!,checkout,negative,False
MED-5296,2026-05-03T20:56:00,2026-05-03,web_intercept,/rewards/signup,desktop,1,1,7,I tried to sign up with my Gmail address (lisa.m+rewards@gmail.com) and it said invalid email. That IS a valid email!,signup,negative,False
MED-5297,2026-05-03T10:04:00,2026-05-03,post_purchase,/locations,mobile,3,6,2,Your website loads really fast on desktop. Nice job.,browse,neutral,True
MED-5298,2026-05-03T09:35:00,2026-05-03,email_survey,/rewards/login,mobile,2,3,7,I can't log in. I've reset my password twice and it still just does nothing when I click login.,login,negative,False
MED-5299,2026-05-03T19:21:00,2026-05-03,app_feedback,/rewards/login,mobile,2,5,7,I can't log in. I've reset my password twice and it still just does nothing when I click login.,login,negative,False
MED-5300,2026-05-03T08:03:00,2026-05-03,post_purchase,/locations,mobile,3,10,2,The blog content is great! Learned a lot about tequila varieties.,browse,neutral,True
MED-5301,2026-05-03T19:26:00,2026-05-03,web_intercept,/rewards/signup,mobile,1,1,6,"Signup form is broken. Used my normal email, clicked submit, nothing happened. No error, no confirmation, nothing.",signup,negative,False
MED-5302,2026-05-03T19:57:00,2026-05-03,web_intercept,/catering,desktop,5,8,2,"Catering quote form worked great, got a response within an hour.",browse,positive,True
MED-5303,2026-05-03T15:07:00,2026-05-03,email_survey,/menu,desktop,4,8,2,"Catering quote form worked great, got a response within an hour.",browse,positive,True
MED-5304,2026-05-03T09:14:00,2026-05-03,email_survey,/order/checkout,desktop,2,4,6,Love your margaritas but your checkout is broken. Fix the address form please!,checkout,negative,False
MED-5305,2026-05-03T11:19:00,2026-05-03,app_feedback,/order/checkout,mobile,2,3,6,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,negative,False
MED-5306,2026-05-03T20:54:00,2026-05-03,web_intercept,/rewards/signup,mobile,1,4,5,Tried three different email addresses to sign up for rewards. None of them worked. What email format do you want??,signup,negative,True
MED-5307,2026-05-03T15:14:00,2026-05-03,app_feedback,/catering,mobile,3,8,1,The party packs are an amazing deal. Ordered for my office happy hour.,browse,neutral,False
MED-5308,2026-05-03T18:14:00,2026-05-03,web_intercept,/rewards/signup,mobile,2,1,5,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,negative,False
MED-5309,2026-05-03T22:50:00,2026-05-03,email_survey,/rewards/signup,mobile,2,3,6,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,negative,False
MED-5310,2026-05-04T20:20:00,2026-05-04,web_intercept,/recipes,mobile,3,10,2,"Catering quote form worked great, got a response within an hour.",browse,neutral,True
MED-5311,2026-05-04T10:03:00,2026-05-04,web_intercept,/order/checkout,mobile,1,1,7,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,negative,False
MED-5312,2026-05-04T09:17:00,2026-05-04,web_intercept,/locations,mobile,4,8,3,Love the menu selection. The spicy mango is incredible.,browse,positive,True
MED-5313,2026-05-04T08:42:00,2026-05-04,email_survey,/rewards/signup,desktop,1,1,5,"Signup form is broken. Used my normal email, clicked submit, nothing happened. No error, no confirmation, nothing.",signup,negative,False
MED-5314,2026-05-04T18:46:00,2026-05-04,web_intercept,/order/build-your-own,mobile,3,2,5,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,neutral,True
MED-5315,2026-05-04T16:41:00,2026-05-04,post_purchase,/rewards/login,mobile,2,4,6,Tried logging into my rewards account to check my points. The page just refreshes with no feedback.,login,negative,False
